frame,num_objects,detector_latency_ms,reid_latency_ms
0,1,171.29254,36.15546
1,1,78.07326,30.85542
2,3,80.06525,34.3039
3,2,91.73942,32.35078
4,4,161.60274,36.36026
5,4,96.52543,35.78782
6,4,96.56858,35.05349
7,3,93.80746,33.8614
8,3,76.62368,34.20234
9,4,79.0143,35.58731
10,3,80.86753,33.42223
11,5,80.04212,37.04929
12,5,77.31414,35.42519
13,5,77.49391,36.62896
14,4,75.04964,35.14338
15,4,72.32189,35.35604
16,3,79.6535,33.49948
17,3,80.15394,32.90319
18,3,78.06349,34.10769
19,3,76.12467,33.32567
20,3,82.24177,34.84225
21,4,78.1095,34.81746
22,4,77.3201,35.77065
23,4,73.4818,34.50465
24,3,86.79342,33.31065
25,3,74.75615,34.99746
26,3,96.1566,35.35748
27,2,96.00067,33.48279
28,2,94.74683,32.90892
29,3,94.49124,34.86347
30,3,94.84911,34.33251
31,3,94.58351,34.95908
32,4,94.80953,35.67696
33,4,95.49427,36.28516
34,4,90.04998,34.89208
35,4,72.59583,34.94787
36,4,75.24443,37.54139
37,2,79.17261,32.92418
38,1,80.2052,24.29628
39,2,79.22649,36.70764
40,2,99.87235,36.94081
41,2,99.39313,34.98578
42,2,77.55828,33.75959
43,3,77.43335,34.40905
44,3,75.09232,34.5602
45,4,74.22185,35.82811
46,4,76.16091,35.53581
47,4,84.2216,35.37083
48,4,76.13945,35.2006
49,5,78.09615,36.12447
50,3,76.76959,34.62601
51,4,80.62768,35.74347
52,3,77.73042,34.23572
53,2,77.14105,32.84669
54,3,77.83771,34.56068
55,2,77.98791,33.58483
56,2,75.9201,32.90153
57,2,74.23902,32.87792
58,2,74.25499,33.07796
59,2,80.79171,32.64165
60,2,73.84157,32.99475
61,2,83.51755,33.2129
62,2,83.30655,32.91821
63,2,80.58047,33.25629
64,2,73.61054,33.09989
65,2,73.0648,33.46205
66,2,80.75571,33.19168
67,2,75.83117,32.81236
68,2,78.42183,33.42152
69,3,77.41117,34.19065
70,4,79.69427,39.29734
71,4,100.08049,37.16779
72,3,75.45161,35.03919
73,3,97.09024,35.44879
