frame,num_objects,detector_latency_ms,reid_latency_ms
0,0,45.63522,0.00787
1,0,15.55872,0.00644
2,0,13.73577,0.00668
3,0,13.87191,0.00691
4,0,13.63444,0.00691
5,0,14.06527,0.00644
6,1,14.9281,36.86166
7,1,17.0877,27.21453
8,1,17.08293,28.41902
9,1,14.42122,29.65736
10,1,13.83305,24.57166
11,1,17.10129,27.27699
12,3,17.03978,38.02228
13,0,17.44032,0.00882
14,0,17.12179,0.00834
15,0,37.81986,0.00834
16,0,16.40224,0.00668
17,0,14.08648,0.00715
18,0,14.4279,0.0062
19,0,14.09292,0.00548
20,0,13.55934,0.00691
21,0,15.81597,0.00739
22,0,14.12678,0.00715
23,0,14.22024,0.0062
24,0,14.53066,0.00715
25,0,14.80007,0.00668
26,0,14.26721,0.00596
27,0,14.28366,0.00572
28,0,14.18781,0.00715
29,0,14.34183,0.00644
30,1,14.48011,25.71154
31,0,15.02013,0.00691
32,0,14.18114,0.00644
33,0,13.74149,0.00548
34,0,13.73243,0.00548
35,0,14.38379,0.00668
36,0,14.35757,0.0062
37,0,14.88519,0.00548
38,0,13.85736,0.00548
39,1,13.83471,25.39062
40,0,16.49928,0.00596
41,0,14.395,0.0062
42,0,14.45079,0.00572
43,0,13.65662,0.00525
44,0,17.08603,0.0062
45,0,13.70835,0.00548
46,0,14.71186,0.00525
47,0,15.78641,0.00548
48,0,14.28556,0.0062
49,0,14.61267,0.00668
50,0,16.18171,0.00477
51,0,16.11567,0.00596
52,0,14.40573,0.00668
53,0,13.90028,0.00596
54,0,14.26554,0.00691
55,0,14.02092,0.00596
56,0,14.93788,0.00525
57,0,14.58931,0.00691
58,0,14.8313,0.0062
59,0,15.25164,0.00644
60,0,14.98938,0.0062
61,0,13.71884,0.00572
62,0,14.66322,0.00572
63,0,13.71813,0.00572
64,0,14.55402,0.00668
65,0,14.09459,0.00525
66,0,17.25888,0.00644
67,0,13.49068,0.00525
68,0,13.96632,0.00572
69,0,13.66758,0.0062
70,0,14.6265,0.00548
71,0,14.46962,0.00572
72,0,14.75501,0.00548
73,0,13.88955,0.00548
74,0,14.45389,0.00501
75,0,14.29725,0.00572
76,0,13.95011,0.00691
77,0,14.41693,0.00668
78,0,15.02657,0.00739
79,0,13.87763,0.0062
80,0,13.75103,0.00668
81,0,13.81087,0.00668
82,0,14.45937,0.00596
83,0,14.26601,0.00668
84,1,13.9606,25.44093
85,1,16.54506,24.8034
86,0,14.19473,0.00715
87,0,14.24909,0.00691
88,2,14.13894,33.88643
89,2,15.14196,33.15258
90,2,16.74724,32.96137
91,2,14.48035,32.63688
92,2,14.72259,33.07915
93,2,14.8654,35.36487
94,2,14.91761,32.33171
95,2,14.47845,32.5439
96,2,14.71782,31.52466
97,1,14.95337,24.5204
98,2,14.23931,32.36747
99,1,14.73713,24.46771
100,2,14.56642,32.18865
101,1,13.95059,27.04906
102,1,14.85801,26.10755
103,2,14.06956,32.12404
104,0,14.92405,0.00691
105,0,14.06288,0.00715
106,0,14.15873,0.00691
107,0,14.70757,0.00763
108,0,13.8483,0.00691
109,2,14.31775,32.4266
110,1,15.00869,24.58477
111,1,14.10103,24.70899
112,1,13.75556,26.44753
113,1,14.81342,25.07949
114,1,13.65709,24.65725
115,0,14.15873,0.00739
116,1,14.11653,27.62485
117,1,14.4875,24.66321
118,0,15.29717,0.00763
119,0,14.49919,0.00668
120,0,18.03994,0.00811
121,0,16.5782,0.00882
122,0,16.83068,0.00739
123,0,16.63446,0.00811
124,0,19.48142,0.00811
125,1,17.1504,24.66893
126,0,14.5638,0.00739
127,0,13.92508,0.00668
128,0,14.93049,0.00668
129,0,14.34922,0.0062
130,0,14.56141,0.00691
131,0,14.10675,0.00668
132,0,14.2293,0.00668
133,0,14.45723,0.00691
134,0,14.57977,0.00668
135,0,14.00352,0.00644
136,0,15.53202,0.00715
137,0,13.62205,0.00477
138,0,15.03754,0.00691
139,0,14.45222,0.00715
140,0,13.2575,0.00501
141,0,14.03403,0.00572
142,0,14.57858,0.00572
143,0,15.93399,0.00548
144,0,13.90576,0.00691
145,0,13.35979,0.00668
146,0,14.20021,0.00644
147,0,15.3923,0.0062
148,0,14.30559,0.00596
149,0,13.74364,0.0062
150,0,14.32157,0.00644
151,0,13.94963,0.00668
152,0,13.78965,0.00644
153,0,13.85617,0.00596
154,0,14.25862,0.0062
155,0,14.29629,0.0062
156,0,13.40556,0.00596
157,0,16.09755,0.00548
158,0,15.36846,0.00548
159,0,14.82821,0.00596
160,0,14.65654,0.00644
161,0,14.1046,0.00596
162,1,15.21945,24.95885
163,0,13.74269,0.00572
164,0,15.44213,0.00739
165,0,15.82408,0.00739
166,0,13.86619,0.00596
167,0,13.66067,0.00715
168,1,13.60083,25.34842
169,0,14.63413,0.00739
170,1,13.88979,24.83416
171,0,14.50777,0.00668
172,0,14.88185,0.00691
173,0,14.83297,0.00668
174,0,15.42377,0.00668
175,0,14.59694,0.00668
176,0,16.62874,0.00834
177,0,16.71624,0.00811
178,0,16.62946,0.00811
179,0,17.78698,0.00739
180,0,13.39412,0.00691
181,0,13.53765,0.00668
182,0,16.08372,0.00668
183,0,14.35995,0.00548
184,0,13.23414,0.00525
185,0,13.2606,0.0062
186,0,14.19926,0.00691
187,0,14.18352,0.00644
188,0,15.20133,0.00739
